/home/xchen/GANs/ACGAN-PyTorch/samples/1030_mnist_shimizu

[(9200, 28.390645784027186),
 (9300, 28.804246236779818),
 (9700, 28.92352047199546),
 (9600, 29.230878410190513),
 (8900, 29.338218275373976),
 (9000, 29.355360307790136),
 (8300, 29.399144118003164),
 (9500, 29.496555582551593),
 (8700, 29.50604159036152),
 (9800, 29.54087068289124),
 (8400, 29.722889510750377),
 (7300, 29.757233020672174),
 (7900, 29.90171148454172),
 (9900, 30.03086132587964),
 (8000, 30.175873240838996),
 (9400, 30.361286959698305),
 (7400, 30.364927379911364),
 (7500, 30.562775798109016),
 (8800, 30.743586469837936),
 (8200, 30.760424041917958),
 (9100, 30.78416015874123),
 (7200, 30.86045044568405),
 (5900, 30.93414734461041),
 (5700, 30.969963283773524),
 (6300, 31.05441874226176),
 (7100, 31.227380721024616),
 (6000, 31.228890323460973),
 (8100, 31.255597751674685),
 (6700, 31.311885397402108),
 (8600, 31.36534166856083),
 (8500, 31.424238850539382),
 (7800, 31.448121088519258),
 (7600, 31.466149126734365),
 (5600, 31.49157402027106),
 (6500, 31.65538151368483),
 (6800, 32.00217961077439),
 (6400, 32.107949065436856),
 (6200, 32.11572339437862),
 (7000, 32.18905555967768),
 (5300, 32.35205105578942),
 (6900, 32.52216460150905),
 (6100, 32.76084849178267),
 (6600, 32.908865466506285),
 (5800, 33.25672962128766),
 (5500, 33.27491190775592),
 (5000, 33.33901680879836),
 (5200, 33.393750763441744),
 (4800, 33.87658323539836),
 (7700, 33.974019071485344),
 (5400, 33.978275313618326),
 (4300, 35.14883003513529),
 (4500, 35.18114710818497),
 (4100, 35.32518867040804),
 (5100, 35.38653030042883),
 (4700, 35.584088442100864),
 (4600, 35.82349973056873),
 (3900, 35.90032953956529),
 (3800, 36.203638680592746),
 (4400, 36.39763638879083),
 (4000, 36.597100103775205),
 (4900, 36.61654700948236),
 (3000, 37.410351395373795),
 (4200, 37.482056097210915),
 (3500, 37.52979298727692),
 (3600, 37.807348084566286),
 (3700, 38.09688433291777),
 (3100, 38.7857090428877),
 (3300, 39.581604424654586),
 (3400, 40.19495150608185),
 (3200, 42.247949043673714),
 (2800, 43.469331321741805),
 (2900, 46.35618919467586),
 (2500, 48.6876333951499),
 (2400, 49.10676553932569),
 (2100, 49.63368256380875),
 (2300, 49.80201152898951),
 (2200, 50.573068596550485),
 (2600, 50.95759305202728),
 (2000, 51.88648707483108),
 (2700, 53.027635056049434),
 (1800, 53.61367552766387),
 (1600, 53.93624030553994),
 (1900, 56.0408675353942),
 (1700, 57.90360556512405),
 (1400, 58.66437921547086),
 (1500, 60.03030364715076),
 (1100, 60.204010211379966),
 (1300, 60.3169131590011),
 (1200, 60.36371062679865),
 (1000, 64.75476448658586),
 (900, 73.97805556337295),
 (800, 84.9866599869618),
 (700, 89.90040836836107),
 (600, 96.11081047386642),
 (500, 108.54255240106522),
 (400, 130.47834506810256),
 (300, 163.5072841329034),
 (200, 202.55406851395415),
 (100, 274.2612305101245),
 (0, 456.0338634783772)]
